# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.623646e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   5.636802e-01   9.940633e-03   5.684972e+00   5.291381e-11   3.120460e-01
      2   5.768638e-01   1.034212e-02   5.570429e+00   6.099080e-10   3.120460e-01
      3   5.903184e-01   1.075983e-02   5.458308e+00   1.126601e-09   3.120460e-01
      4   6.040494e-01   1.119441e-02   5.348552e+00   1.607554e-09   3.120460e-01
      5   6.180622e-01   1.164655e-02   5.241104e+00   2.056855e-09   3.120460e-01
      6   6.323623e-01   1.211696e-02   5.135911e+00   2.478195e-09   3.120460e-01
      7   6.469552e-01   1.260637e-02   5.032919e+00   2.874916e-09   3.120460e-01
      8   6.618468e-01   1.311555e-02   4.932079e+00   3.250056e-09   3.120460e-01
      9   6.770429e-01   1.364530e-02   4.833340e+00   3.606383e-09   3.120460e-01
     10   6.925494e-01   1.419646e-02   4.736654e+00   3.946418e-09   3.120460e-01
     11   7.083724e-01   1.476988e-02   4.641975e+00   4.272467e-09   3.120460e-01
     12   7.245181e-01   1.536647e-02   4.549256e+00   4.586643e-09   3.120460e-01
     13   7.409929e-01   1.598716e-02   4.458453e+00   4.890882e-09   3.120460e-01
     14   7.578033e-01   1.663293e-02   4.369524e+00   5.186967e-09   3.120460e-01
     15   7.749557e-01   1.730478e-02   4.282426e+00   5.476542e-09   3.120459e-01
     16   7.924570e-01   1.800378e-02   4.197119e+00   5.761124e-09   3.120459e-01
     17   8.103141e-01   1.873102e-02   4.113562e+00   6.042123e-09   3.120459e-01
     18   8.285338e-01   1.948764e-02   4.031718e+00   6.320847e-09   3.120459e-01
     19   8.471235e-01   2.027482e-02   3.951547e+00   6.598518e-09   3.120459e-01
     20   8.660902e-01   2.109381e-02   3.873015e+00   6.876280e-09   3.120459e-01
     21   8.854416e-01   2.194589e-02   3.796085e+00   7.155210e-09   3.120459e-01
