# # Transfer functions T_i(k) for kessence field (normalized to initial curvature=1 at z= 50          # for k=1.05469e-05 to 239.653 h/Mpc,          #  number of wavenumbers equal to 199         # kessence model with w=-0.9 , $cs^2$= 1e-06              # d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization          # d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot         # (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same         #  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)         # t_i   stands for theta_i(k,z) with above normalization          # t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z))          # k here is h/Mpc pi_conf (scalar field in conformal time) is in Mpc pi'_conf in dimensionless           # Hubble is conformal hubble which is normalized to H0          # d_kess_pi means \pi_conf  in Newtonian gauge and in unit [Mpc] and t_kess_zeta means \zeta = \pi'+H pi -\Psi which is dimensionless 
#    
#  1:k (h/Mpc)              2:pi                    3:zeta                    4:delta_fld                 5:theta_fld                  6:psi                   7:delta_cdm                 8:H_conf/H0                               
1.054685259621e-05	4.339604533766e+02	3.128050263257e-09	-1.179094762141e-01	2.203046991888e-08	5.984779451836e-01	-1.179118498529e+00	9.080879784316e-04
1.117179290143e-05	4.339604048984e+02	3.127291647864e-09	-1.179095388692e-01	2.471859104458e-08	5.984778451742e-01	-1.179121609430e+00	9.080879784316e-04
1.183376324775e-05	4.339603593054e+02	3.126517489349e-09	-1.179096038758e-01	2.773471240249e-08	5.984777570096e-01	-1.179125026985e+00	9.080879784316e-04
1.253495780304e-05	4.339600667748e+02	3.125844583174e-09	-1.179095914738e-01	3.111883816325e-08	5.984771632378e-01	-1.179130366817e+00	9.080879784316e-04
1.327770074781e-05	4.339600348026e+02	3.124707159685e-09	-1.179096965071e-01	3.491590812316e-08	5.984771059484e-01	-1.179134504288e+00	9.080879784316e-04
1.406445397891e-05	4.339600021041e+02	3.123396541405e-09	-1.179098186507e-01	3.917629031101e-08	5.984770450689e-01	-1.179139136023e+00	9.080879784316e-04
1.489782526975e-05	4.339599526849e+02	3.121914282644e-09	-1.179099534159e-01	4.395651569432e-08	5.984769579171e-01	-1.179144391035e+00	9.080879784316e-04
1.578057691402e-05	4.339598482970e+02	3.120544378454e-09	-1.179100619693e-01	4.932000993203e-08	5.984767983781e-01	-1.179150478767e+00	9.080879784316e-04
1.671563488162e-05	4.339597789308e+02	3.120454561412e-09	-1.179100520606e-01	5.533795246459e-08	5.984767525890e-01	-1.179156901165e+00	9.080879784316e-04
1.770609851706e-05	4.339596878453e+02	3.117398339469e-09	-1.179103328640e-01	6.209019085621e-08	5.984765741160e-01	-1.179164494190e+00	9.080879784316e-04
1.875525081255e-05	4.339595577808e+02	3.114367652657e-09	-1.179106005023e-01	6.966631909170e-08	5.984762199677e-01	-1.179173467444e+00	9.080879784316e-04
1.986656928983e-05	4.339596237800e+02	3.111294222258e-09	-1.179109258156e-01	7.816690755228e-08	5.984764941530e-01	-1.179181539122e+00	9.080879784316e-04
2.104373752675e-05	4.339594976058e+02	3.109153046132e-09	-1.179111055615e-01	8.770468728919e-08	5.984762847615e-01	-1.179192136989e+00	9.080879784316e-04
2.229065736686e-05	4.339592648450e+02	3.101220946711e-09	-1.179118353563e-01	9.840622488551e-08	5.984755815252e-01	-1.179205434484e+00	9.080879784316e-04
2.361146185250e-05	4.339588959997e+02	3.101351842005e-09	-1.179117217866e-01	1.104135064933e-07	5.984752189572e-01	-1.179219082862e+00	9.080879784316e-04
2.501052892414e-05	4.339588296772e+02	3.096971901151e-09	-1.179121417223e-01	1.238859729560e-07	5.984750763068e-01	-1.179233574883e+00	9.080879784316e-04
2.649249593155e-05	4.339588398233e+02	3.091257694265e-09	-1.179127158983e-01	1.390023511357e-07	5.984750808104e-01	-1.179249329792e+00	9.080879784316e-04
2.806227500474e-05	4.339588139687e+02	3.081284005724e-09	-1.179137062198e-01	1.559631938736e-07	5.984746490525e-01	-1.179268327737e+00	9.080879784316e-04
2.972506933572e-05	4.339584999579e+02	3.077049948175e-09	-1.179140440916e-01	1.749934550934e-07	5.984742616051e-01	-1.179289396671e+00	9.080879784316e-04
3.148639042501e-05	4.339583241494e+02	3.072174847851e-09	-1.179144837104e-01	1.963458064517e-07	5.984740380637e-01	-1.179312364267e+00	9.080879784316e-04
3.335207635008e-05	4.339581592812e+02	3.065305897998e-09	-1.179151256846e-01	2.203035345665e-07	5.984737479497e-01	-1.179338248252e+00	9.080879784316e-04
3.532831111622e-05	4.339580911619e+02	3.058336139894e-09	-1.179158041039e-01	2.471845925305e-07	5.984736091312e-01	-1.179366705390e+00	9.080879784316e-04
3.742164515408e-05	4.339579154200e+02	3.050264929527e-09	-1.179165633476e-01	2.773455621205e-07	5.984733119019e-01	-1.179399087084e+00	9.080879784316e-04
