# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.623646e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   5.636802e-01   9.940633e-03   5.684972e+00   5.382373e-11   3.120460e-01
      2   5.768638e-01   1.034212e-02   5.570429e+00   6.174306e-10   3.120460e-01
      3   5.903184e-01   1.075983e-02   5.458308e+00   1.140183e-09   3.120460e-01
      4   6.040494e-01   1.119441e-02   5.348552e+00   1.626702e-09   3.120460e-01
      5   6.180622e-01   1.164655e-02   5.241104e+00   2.081118e-09   3.120460e-01
      6   6.323623e-01   1.211696e-02   5.135911e+00   2.507159e-09   3.120460e-01
      7   6.469552e-01   1.260637e-02   5.032919e+00   2.908202e-09   3.120460e-01
      8   6.618468e-01   1.311555e-02   4.932079e+00   3.287317e-09   3.120460e-01
      9   6.770429e-01   1.364530e-02   4.833340e+00   3.647295e-09   3.120460e-01
     10   6.925494e-01   1.419646e-02   4.736654e+00   3.990685e-09   3.120460e-01
     11   7.083724e-01   1.476988e-02   4.641975e+00   4.319814e-09   3.120460e-01
     12   7.245181e-01   1.536647e-02   4.549256e+00   4.636813e-09   3.120460e-01
     13   7.409929e-01   1.598716e-02   4.458453e+00   4.943638e-09   3.120460e-01
     14   7.578033e-01   1.663293e-02   4.369524e+00   5.242086e-09   3.120460e-01
     15   7.749557e-01   1.730478e-02   4.282426e+00   5.533815e-09   3.120459e-01
     16   7.924570e-01   1.800378e-02   4.197119e+00   5.820356e-09   3.120459e-01
     17   8.103141e-01   1.873102e-02   4.113562e+00   6.103128e-09   3.120459e-01
     18   8.285338e-01   1.948764e-02   4.031718e+00   6.383451e-09   3.120459e-01
     19   8.471235e-01   2.027482e-02   3.951547e+00   6.662555e-09   3.120459e-01
     20   8.660902e-01   2.109381e-02   3.873015e+00   6.941594e-09   3.120459e-01
     21   8.854416e-01   2.194589e-02   3.796085e+00   7.221649e-09   3.120459e-01
     22   9.051851e-01   2.283239e-02   3.720722e+00   7.503743e-09   3.120459e-01
     23   9.253286e-01   2.375470e-02   3.646892e+00   7.788846e-09   3.120459e-01
     24   9.458798e-01   2.471428e-02   3.574563e+00   8.077879e-09   3.120459e-01
     25   9.668469e-01   2.571262e-02   3.503702e+00   8.371725e-09   3.120459e-01
     26   9.882380e-01   2.675130e-02   3.434277e+00   8.671232e-09   3.120459e-01
     27   1.010062e+00   2.783194e-02   3.366259e+00   8.977221e-09   3.120459e-01
     28   1.032326e+00   2.895623e-02   3.299617e+00   9.290484e-09   3.120459e-01
     29   1.055040e+00   3.012596e-02   3.234322e+00   9.611799e-09   3.120459e-01
     30   1.078213e+00   3.134293e-02   3.170345e+00   9.941925e-09   3.120458e-01
     31   1.101853e+00   3.260908e-02   3.107660e+00   1.028161e-08   3.120458e-01
     32   1.125971e+00   3.392638e-02   3.046239e+00   1.063159e-08   3.120458e-01
     33   1.150574e+00   3.529689e-02   2.986055e+00   1.099261e-08   3.120458e-01
     34   1.175673e+00   3.672278e-02   2.927083e+00   1.136538e-08   3.120458e-01
     35   1.201278e+00   3.820628e-02   2.869299e+00   1.175066e-08   3.120458e-01
     36   1.227399e+00   3.974971e-02   2.812677e+00   1.214917e-08   3.120458e-01
     37   1.254046e+00   4.135550e-02   2.757193e+00   1.256166e-08   3.120458e-01
     38   1.281228e+00   4.302616e-02   2.702825e+00   1.298887e-08   3.120458e-01
     39   1.308958e+00   4.476433e-02   2.649549e+00   1.343158e-08   3.120458e-01
     40   1.337245e+00   4.657271e-02   2.597344e+00   1.389055e-08   3.120457e-01
     41   1.366101e+00   4.845416e-02   2.546188e+00   1.436658e-08   3.120457e-01
     42   1.395536e+00   5.041163e-02   2.496060e+00   1.486047e-08   3.120457e-01
     43   1.425563e+00   5.244818e-02   2.446940e+00   1.537305e-08   3.120457e-01
     44   1.456192e+00   5.456702e-02   2.398806e+00   1.590517e-08   3.120457e-01
     45   1.487436e+00   5.677146e-02   2.351641e+00   1.645770e-08   3.120457e-01
     46   1.519307e+00   5.906497e-02   2.305425e+00   1.703154e-08   3.120457e-01
     47   1.551816e+00   6.145115e-02   2.260139e+00   1.762760e-08   3.120456e-01
     48   1.584977e+00   6.393374e-02   2.215765e+00   1.824683e-08   3.120456e-01
     49   1.618802e+00   6.651664e-02   2.172287e+00   1.889022e-08   3.120456e-01
     50   1.653304e+00   6.920391e-02   2.129686e+00   1.955877e-08   3.120456e-01
     51   1.688496e+00   7.199976e-02   2.087947e+00   2.025352e-08   3.120456e-01
     52   1.724392e+00   7.490858e-02   2.047053e+00   2.097555e-08   3.120455e-01
     53   1.761004e+00   7.793494e-02   2.006989e+00   2.172597e-08   3.120455e-01
     54   1.798348e+00   8.108359e-02   1.967740e+00   2.250594e-08   3.120455e-01
     55   1.836436e+00   8.435948e-02   1.929291e+00   2.331663e-08   3.120455e-01
     56   1.875284e+00   8.776775e-02   1.891628e+00   2.415927e-08   3.120455e-01
     57   1.914905e+00   9.131375e-02   1.854737e+00   2.503514e-08   3.120454e-01
     58   1.955314e+00   9.500307e-02   1.818605e+00   2.594555e-08   3.120454e-01
     59   1.996526e+00   9.884148e-02   1.783220e+00   2.689184e-08   3.120454e-01
     60   2.038555e+00   1.028350e-01   1.748569e+00   2.787542e-08   3.120453e-01
     61   2.081418e+00   1.069900e-01   1.714641e+00   2.889775e-08   3.120453e-01
     62   2.125128e+00   1.113129e-01   1.681425e+00   2.996031e-08   3.120453e-01
     63   2.169703e+00   1.158106e-01   1.648909e+00   3.106467e-08   3.120453e-01
     64   2.215156e+00   1.204901e-01   1.617085e+00   3.221240e-08   3.120452e-01
     65   2.261503e+00   1.253587e-01   1.585942e+00   3.340516e-08   3.120452e-01
     66   2.308378e+00   1.303828e-01   1.555714e+00   3.463022e-08   3.120452e-01
     67   2.355253e+00   1.355078e-01   1.526692e+00   3.586847e-08   3.120451e-01
     68   2.402128e+00   1.407340e-01   1.498812e+00   3.712086e-08   3.120451e-01
     69   2.449003e+00   1.460619e-01   1.472015e+00   3.838817e-08   3.120450e-01
     70   2.495878e+00   1.514919e-01   1.446244e+00   3.967105e-08   3.120450e-01
     71   2.542753e+00   1.570244e-01   1.421450e+00   4.097009e-08   3.120450e-01
     72   2.589628e+00   1.626599e-01   1.397585e+00   4.228576e-08   3.120449e-01
     73   2.636503e+00   1.683990e-01   1.374604e+00   4.361849e-08   3.120449e-01
     74   2.683378e+00   1.742422e-01   1.352468e+00   4.496863e-08   3.120448e-01
     75   2.730253e+00   1.801902e-01   1.331138e+00   4.633648e-08   3.120448e-01
     76   2.777128e+00   1.862436e-01   1.310580e+00   4.772230e-08   3.120448e-01
     77   2.824003e+00   1.924032e-01   1.290760e+00   4.912631e-08   3.120447e-01
     78   2.870878e+00   1.986698e-01   1.271648e+00   5.054869e-08   3.120447e-01
     79   2.917753e+00   2.050442e-01   1.253215e+00   5.198959e-08   3.120446e-01
     80   2.964628e+00   2.115273e-01   1.235436e+00   5.344915e-08   3.120446e-01
     81   3.011503e+00   2.181200e-01   1.218285e+00   5.492748e-08   3.120445e-01
     82   3.058378e+00   2.248234e-01   1.201740e+00   5.642464e-08   3.120445e-01
     83   3.105253e+00   2.316387e-01   1.185778e+00   5.794072e-08   3.120444e-01
     84   3.152128e+00   2.385669e-01   1.170381e+00   5.947576e-08   3.120444e-01
     85   3.199003e+00   2.456095e-01   1.155528e+00   6.102979e-08   3.120443e-01
     86   3.245878e+00   2.527677e-01   1.141204e+00   6.260282e-08   3.120443e-01
     87   3.292753e+00   2.600429e-01   1.127391e+00   6.419483e-08   3.120442e-01
     88   3.339628e+00   2.674369e-01   1.114074e+00   6.580577e-08   3.120442e-01
     89   3.386503e+00   2.749511e-01   1.101240e+00   6.743557e-08   3.120441e-01
     90   3.433378e+00   2.825873e-01   1.088874e+00   6.908411e-08   3.120441e-01
     91   3.480253e+00   2.903474e-01   1.076966e+00   7.075124e-08   3.120440e-01
     92   3.527128e+00   2.982335e-01   1.065503e+00   7.243674e-08   3.120440e-01
     93   3.574003e+00   3.062476e-01   1.054476e+00   7.414036e-08   3.120439e-01
     94   3.620878e+00   3.143920e-01   1.043873e+00   -nan   -nan
