# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   6.427024e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   6.430783e-01   9.910893e-03   5.693740e+00   1.276090e-11   3.120460e-01
      2   6.468392e-01   1.001024e-02   5.664606e+00   1.415311e-10   3.120460e-01
      3   6.506195e-01   1.011059e-02   5.635629e+00   2.678936e-10   3.120460e-01
      4   6.544192e-01   1.021194e-02   5.606808e+00   3.919274e-10   3.120460e-01
      5   6.582384e-01   1.031431e-02   5.578142e+00   5.137007e-10   3.120460e-01
      6   6.620773e-01   1.041770e-02   5.549629e+00   6.332795e-10   3.120460e-01
      7   6.659359e-01   1.052213e-02   5.521270e+00   7.507274e-10   3.120460e-01
      8   6.698143e-01   1.062761e-02   5.493063e+00   8.661063e-10   3.120460e-01
      9   6.737126e-01   1.073414e-02   5.465008e+00   9.794763e-10   3.120460e-01
     10   6.776310e-01   1.084175e-02   5.437102e+00   1.090896e-09   3.120460e-01
     11   6.815694e-01   1.095043e-02   5.409346e+00   1.200422e-09   3.120460e-01
     12   6.855281e-01   1.106020e-02   5.381739e+00   1.308110e-09   3.120460e-01
     13   6.895070e-01   1.117107e-02   5.354279e+00   1.414014e-09   3.120460e-01
     14   6.935064e-01   1.128305e-02   5.326966e+00   1.518186e-09   3.120460e-01
     15   6.975263e-01   1.139616e-02   5.299799e+00   1.620679e-09   3.120460e-01
     16   7.015668e-01   1.151040e-02   5.272776e+00   1.721542e-09   3.120460e-01
     17   7.056280e-01   1.162578e-02   5.245898e+00   1.820824e-09   3.120460e-01
     18   7.097100e-01   1.174232e-02   5.219163e+00   1.918573e-09   3.120460e-01
     19   7.138129e-01   1.186003e-02   5.192571e+00   2.014836e-09   3.120460e-01
     20   7.179368e-01   1.197892e-02   5.166120e+00   2.109659e-09   3.120460e-01
     21   7.220818e-01   1.209900e-02   5.139810e+00   2.203085e-09   3.120460e-01
     22   7.262481e-01   1.222029e-02   5.113639e+00   2.295158e-09   3.120460e-01
     23   7.304356e-01   1.234279e-02   5.087608e+00   2.385921e-09   3.120460e-01
     24   7.346446e-01   1.246652e-02   5.061715e+00   2.475416e-09   3.120460e-01
     25   7.388752e-01   1.259149e-02   5.035959e+00   2.563682e-09   3.120460e-01
     26   7.431273e-01   1.271771e-02   5.010340e+00   2.650761e-09   3.120460e-01
     27   7.474013e-01   1.284520e-02   4.984857e+00   2.736689e-09   3.120460e-01
     28   7.516970e-01   1.297397e-02   4.959509e+00   2.821506e-09   3.120460e-01
     29   7.560147e-01   1.310402e-02   4.934295e+00   2.905248e-09   3.120460e-01
     30   7.603545e-01   1.323538e-02   4.909215e+00   2.987952e-09   3.120460e-01
     31   7.647165e-01   1.336806e-02   4.884267e+00   3.069653e-09   3.120460e-01
     32   7.691007e-01   1.350207e-02   4.859451e+00   3.150386e-09   3.120460e-01
     33   7.735073e-01   1.363742e-02   4.834766e+00   3.230184e-09   3.120460e-01
